"municipio";"codigo_ibge";"ano";"grande_grupo";"familia_ocupacional";"ocupacao";"codigo_cbo";"empregados";"percentual";"salario_medio";"salario_mediano"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Motociclistas e ciclistas de entregas rápidas";"Motofretista";"519110";"232";"0,1500";"2924,53";"2818,88"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Eletricistas de manutenção eletroeletrônica";"Eletricista De Manutenção Eletroeletrônica";"951105";"222";"0,1435";"5453,93";"5419,03"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Cuidadores de crianças, jovens, adultos e idosos";"Cuidador De Idosos";"516210";"217";"0,1403";"2676,22";"2604,24"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores de atenção, defesa e proteção a pessoas em situação de risco e adolescentes em conflito com a lei";"Educador Social";"515305";"216";"0,1397";"3179,36";"3067,06"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Auxiliares de laboratório da saúde";"Auxiliar De Laboratório De Análises Clínicas";"515215";"212";"0,1371";"2595,87";"2479,66"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Analistas de tecnologia da informação";"Analista De Redes E De Comunicação De Dados";"212410";"210";"0,1358";"7569,89";"7086,14"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de laboratório industrial";"Técnico De Laboratório Industrial";"301105";"209";"0,1351";"4664,93";"3694,42"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de estruturas de concreto armado";"Armador De Estrutura De Concreto Armado";"715315";"208";"0,1345";"2799,69";"2661,56"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores na confecção do vestuário";"Encarregado De Costura Na Confecção Do Vestuário";"760310";"207";"0,1338";"4375,32";"4028,54"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Porteiros, vigias e afins";"Fiscal De Loja";"517425";"207";"0,1338";"2544,89";"2377,03"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Pesquisadores de engenharia e tecnologia";"Pesquisador De Engenharia E Tecnologia (Outras Áreas Da Engenharia)";"203210";"205";"0,1325";"14446,18";"13386,19"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da impressão gráfica";"Impressor De Ofsete (Plano E Rotativo)";"766215";"205";"0,1325";"4881,45";"4474,35"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de instalações e máquinas de produtos plásticos, de borracha e moldadores de parafinas";"Moldador De Plástico Por Injeção";"811770";"205";"0,1325";"2908,86";"2706,86"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Psicólogos e psicanalistas";"Psicólogo Clínico";"251510";"203";"0,1313";"7758,2";"6243,48"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais da educação física";"Preparador Físico";"224120";"203";"0,1313";"2734,4";"2459,72"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Operadores de telemarketing e afins";"Operador De Telemarketing Técnico";"422320";"198";"0,1280";"2400,89";"2228,59"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de ônibus urbanos, metropolitanos e rodoviários";"Motorista De Ônibus Rodoviário";"782405";"197";"0,1274";"3720,98";"3818,43"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores nos  serviços de manutenção de edificações";"Auxiliar De Manutenção Predial";"514310";"196";"0,1267";"2974,55";"2834,71"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Economistas";"Economista Financeiro";"251215";"191";"0,1235";"4681,13";"4198,05"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis";"Carpinteiro De Obras";"715525";"190";"0,1228";"2703,85";"2576,63"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Eletrotécnico";"313105";"188";"0,1216";"8348,83";"6376,72"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em telecomunicações";"Técnico De Rede (Telecomunicações)";"313310";"188";"0,1216";"2948,76";"2488,31"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Tecelão De Meias (Máquina Circular)";"761339";"184";"0,1190";"2408,41";"2280,19"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes administrativos, financeiros, de riscos e afins";"Gerente Financeiro";"142115";"183";"0,1183";"9167,88";"6421,64"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de embalagem e de etiquetagem";"Embalador, A Máquina";"784110";"180";"0,1164";"2349,87";"2104,31"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de administração ecônomico-financeira";"Analista De Crédito (Instituições Financeiras)";"252525";"180";"0,1164";"6522,15";"6190,85"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação da confecção de roupas";"Enfestador De Roupas";"763115";"177";"0,1144";"2773,02";"2736,22"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de usinagem cnc";"Operador De Centro De Usinagem Com Comando Numérico";"721405";"176";"0,1138";"5296,9";"5307,22"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Operadores de telemarketing e afins";"Operador De Telemarketing Receptivo";"422315";"173";"0,1119";"2421,79";"2385,73"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em promoção de produtos e vendas";"Técnico Em Atendimento E Vendas";"354140";"172";"0,1112";"5032,47";"3580,22"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores do ensino médio";"Professor De Disciplinas Pedagógicas No Ensino Médio";"232115";"172";"0,1112";"6538,76";"5852,42"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de usinagem cnc";"Operador De Torno Com Comando Numérico";"721430";"171";"0,1106";"4387,17";"4050,43"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de recursos humanos e de relações do trabalho";"Gerente De Recursos Humanos";"142205";"171";"0,1106";"11368,1";"8668,57"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Tecnólogos e técnicos em métodos de diagnósticos e terapêutica";"Técnico Em Radiologia E Imagenologia";"324115";"170";"0,1099";"5462,22";"4959,91"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em empresa de turismo, de alojamento e alimentação";"Gerente De Restaurante";"141510";"170";"0,1099";"4148,99";"3813,59"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Contadores e afins";"Auditor (Contadores E Afins)";"252205";"169";"0,1093";"6334,13";"5200,0"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Copeiro";"513425";"169";"0,1093";"2490,65";"2423,18"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores na área de formação pedagógica do ensino superior";"Professor De Ensino Superior Na Área De Prática De Ensino";"234520";"168";"0,1086";"4080,92";"2869,05"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de acabamento de chapas e metais";"Rebarbador De Metal";"821450";"164";"0,1060";"3392,22";"3330,45"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Profissionais polivalentes da confecção de roupas";"Costureira De Peças Sob Encomenda";"763010";"164";"0,1060";"3059,03";"2495,02"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Tintureiros, lavadeiros e afins, a máquina";"Tingidor De Roupas";"516330";"163";"0,1054";"3004,63";"3137,22"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção e instalação de aparelhos de  climatização e refrigeração";"Mecânico De Manutenção E Instalação De Aparelhos De Climatização E  Refrigeração";"911205";"161";"0,1041";"2969,23";"2683,67"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros civis e afins";"Engenheiro Civil";"214205";"160";"0,1035";"12404,92";"11286,09"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Instaladores e reparadores de linhas e cabos elétricos, telefônicos e de comunicação de dados";"Instalador-Reparador De Redes Telefônicas E De Comunicação De Dados";"732130";"160";"0,1035";"2960,37";"2433,84"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em instituição de intermediação financeira";"Gerente De Agência";"141710";"160";"0,1035";"15001,46";"13554,58"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Operadores de telefonia";"Telefonista";"422205";"157";"0,1015";"2387,01";"2086,8"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos e auxiliares de enfermagem";"Auxiliar De Enfermagem";"322230";"156";"0,1009";"5869,15";"5012,36"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Cirurgiões-dentistas";"Cirurgião Dentista - Clínico Geral";"223208";"156";"0,1009";"16283,31";"14054,88"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Nutricionistas";"Nutricionista";"223710";"155";"0,1002";"5829,04";"4859,63"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de cargas e descargas de mercadorias";"Carregador (Veículos De Transportes Terrestres)";"783215";"153";"0,0989";"2266,41";"2150,42"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores na fabricação e conservação de alimentos";"Cozinhador De Frutas E Legumes";"841420";"152";"0,0983";"2570,0";"2144,17"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de nível superior na educação infantil";"Professor De Nível Superior Na Educação Infantil (Zero A Três Anos)";"231110";"150";"0,0970";"3381,95";"3186,0"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas projetistas da mecânica";"Desenhista Projetista De Máquinas";"318605";"147";"0,0950";"7107,12";"6970,15"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos";"Técnico Em Manutenção De Máquinas";"314410";"147";"0,0950";"8556,53";"6414,13"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Cozinheiros";"Cozinheiro Industrial";"513215";"146";"0,0944";"2368,36";"2303,59"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais";"Desenhista Industrial De Produto De Moda (Designer De Moda)";"262425";"146";"0,0944";"5534,17";"5232,88"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas projetistas e modelistas de produtos e serviços diversos";"Modelista De Roupas";"318810";"144";"0,0931";"5878,73";"5592,2"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos";"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)";"723330";"143";"0,0925";"3301,83";"3072,41"
"Blumenau";"4202404";"2025";"Trabalhadores Agropecuários, Florestais E Da Pesca";"Trabalhadores de apoio à agricultura";"Jardineiro";"622010";"143";"0,0925";"2438,86";"2359,67"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis";"Operador De Rameuse";"761435";"143";"0,0925";"3289,28";"3283,96"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Especialistas em logística de transportes";"Tecnólogo Em Logística De Transporte";"342125";"142";"0,0918";"3603,46";"3212,12"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de moldagem de metais e de ligas metálicas";"Moldador, A  Mão";"722315";"141";"0,0912";"4422,74";"4108,64"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de máquinas industriais";"Montador De Máquinas";"725205";"140";"0,0905";"3922,16";"3722,28"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Recepcionistas";"Recepcionista De Hotel";"422120";"139";"0,0899";"2909,18";"2758,15"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de caldeiraria e serralheria";"Caldeireiro (Chapas De Ferro E Aço)";"724410";"138";"0,0892";"4899,84";"4495,5"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Ajustadores mecânicos polivalentes e afins";"Ajustador Mecânico";"725010";"138";"0,0892";"3731,04";"3610,79"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Secretárias(os) executivas(os) e afins";"Secretária(O) Executiva(O)";"252305";"138";"0,0892";"4431,27";"3327,59"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Fisioterapeutas";"Fisioterapeuta Geral";"223605";"136";"0,0879";"4632,91";"3867,61"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Vendedores em domicílio";"Vendedor Em Domicílio";"524105";"135";"0,0873";"5172,65";"3839,14"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de caldeiraria e serralheria";"Serralheiro";"724440";"132";"0,0853";"3520,73";"3381,72"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Coloristas";"Colorista Têxtil";"311710";"132";"0,0853";"3579,11";"3416,53"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Policiais, guardas-civis municipais e agentes de trânsito";"Agente De Trânsito";"517220";"132";"0,0853";"5733,35";"5402,42"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Programadores, avaliadores e orientadores de ensino";"Orientador Educacional";"239410";"131";"0,0847";"9291,71";"8540,42"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de pesquisa e desenvolvimento e afins";"Gerente De Pesquisa E Desenvolvimento (P&D)";"142605";"128";"0,0828";"15885,65";"15099,75"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Auxiliar De Pessoal";"411030";"128";"0,0828";"2846,07";"2560,33"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Analistas de comércio exterior";"Analista De Exportação E Importação";"354305";"128";"0,0828";"5525,54";"5157,28"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Gerente De Marketing";"142315";"128";"0,0828";"11527,07";"9482,22"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Almoxarifes e armazenistas";"Conferente Mercadoria (Exceto Carga E Descarga)";"414120";"128";"0,0828";"2808,02";"2512,79"
